mechanism,level,seed,n_train,n_test,delta_rmse_a,delta_rmse_b,module_a_ci95_high,module_b_ci95_high,module_a_pass,module_b_pass
lag_substitution,0.0,17,159,92,-252838.79542696197,-145219.18341686676,-212607.89541329327,-110568.21044439991,True,True
lag_substitution,0.0,18,159,92,-252838.79542696197,-145219.18341686676,-215904.52329929892,-111507.00025969082,True,True
lag_substitution,0.0,19,159,92,-252838.79542696197,-145219.18341686676,-215880.7789717304,-111942.88829067697,True,True
lag_substitution,0.0,20,159,92,-252838.79542696197,-145219.18341686676,-215811.30096114072,-111065.93250002735,True,True
lag_substitution,0.0,21,159,92,-252838.79542696197,-145219.18341686676,-215049.8834311089,-111860.58022461232,True,True
lag_substitution,0.0,22,159,92,-252838.79542696197,-145219.18341686676,-216129.09409591148,-112034.81242296261,True,True
lag_substitution,0.0,23,159,92,-252838.79542696197,-145219.18341686676,-214742.803261772,-110494.74442406195,True,True
lag_substitution,0.0,24,159,92,-252838.79542696197,-145219.18341686676,-212756.31214172518,-110037.70847596407,True,True
lag_substitution,0.0,25,159,92,-252838.79542696197,-145219.18341686676,-214039.64756326703,-112144.81474237137,True,True
lag_substitution,0.0,26,159,92,-252838.79542696197,-145219.18341686676,-212041.26946084187,-109941.63150784657,True,True
lag_substitution,0.0,27,159,92,-252838.79542696197,-145219.18341686676,-213178.20489443585,-109820.30036926785,True,True
lag_substitution,0.0,28,159,92,-252838.79542696197,-145219.18341686676,-215121.90884790386,-112037.13162620846,True,True
lag_substitution,0.0,29,159,92,-252838.79542696197,-145219.18341686676,-214689.59645801008,-111504.17827440615,True,True
lag_substitution,1.0,0,159,92,-205443.70246938855,-97824.09045929331,-176364.0917244913,-75001.7829242215,True,True
lag_substitution,1.0,1,159,92,-205443.70246938855,-97824.09045929331,-174454.21013310165,-75365.90810915337,True,True
lag_substitution,1.0,2,159,92,-205443.70246938855,-97824.09045929331,-174984.21900600352,-75917.39621961306,True,True
lag_substitution,1.0,3,159,92,-205443.70246938855,-97824.09045929331,-174980.6816906372,-75641.51504140957,True,True
lag_substitution,1.0,4,159,92,-205443.70246938855,-97824.09045929331,-174608.86752721775,-75614.27995425872,True,True
lag_substitution,1.0,5,159,92,-205443.70246938855,-97824.09045929331,-174866.7712204086,-74974.55415592201,True,True
lag_substitution,1.0,6,159,92,-205443.70246938855,-97824.09045929331,-174691.14632800219,-75460.56640431422,True,True
lag_substitution,1.0,7,159,92,-205443.70246938855,-97824.09045929331,-175465.9134805047,-75898.15831580722,True,True
lag_substitution,1.0,8,159,92,-205443.70246938855,-97824.09045929331,-175837.10413095367,-75684.87774695709,True,True
lag_substitution,1.0,9,159,92,-205443.70246938855,-97824.09045929331,-174515.6013901028,-74957.50449906182,True,True
lag_substitution,1.0,10,159,92,-205443.70246938855,-97824.09045929331,-175173.9056168028,-75188.22205940312,True,True
lag_substitution,1.0,11,159,92,-205443.70246938855,-97824.09045929331,-172842.8731876725,-74614.22937872077,True,True
lag_substitution,1.0,12,159,92,-205443.70246938855,-97824.09045929331,-173287.94506464188,-74643.49003618979,True,True
lag_substitution,1.0,13,159,92,-205443.70246938855,-97824.09045929331,-174983.60004789778,-76058.05768641754,True,True
lag_substitution,1.0,14,159,92,-205443.70246938855,-97824.09045929331,-175473.1315835402,-75351.87472931191,True,True
lag_substitution,1.0,15,159,92,-205443.70246938855,-97824.09045929331,-174923.74622375445,-74089.87380922501,True,True
lag_substitution,1.0,16,159,92,-205443.70246938855,-97824.09045929331,-173886.46503399065,-74586.40579504492,True,True
lag_substitution,1.0,17,159,92,-205443.70246938855,-97824.09045929331,-174083.22261501435,-74716.8403420017,True,True
lag_substitution,1.0,18,159,92,-205443.70246938855,-97824.09045929331,-173285.84972889602,-74914.71432870688,True,True
lag_substitution,1.0,19,159,92,-205443.70246938855,-97824.09045929331,-175186.7783706466,-75887.58185523289,True,True
lag_substitution,1.0,20,159,92,-205443.70246938855,-97824.09045929331,-174821.62181360452,-74429.45484254928,True,True
lag_substitution,1.0,21,159,92,-205443.70246938855,-97824.09045929331,-172791.45474356995,-75034.288286282,True,True
lag_substitution,1.0,22,159,92,-205443.70246938855,-97824.09045929331,-173593.03761207522,-75697.19876618293,True,True
lag_substitution,1.0,23,159,92,-205443.70246938855,-97824.09045929331,-174580.64018082377,-76177.674711398,True,True
lag_substitution,1.0,24,159,92,-205443.70246938855,-97824.09045929331,-173787.00484297215,-75070.3967047875,True,True
lag_substitution,1.0,25,159,92,-205443.70246938855,-97824.09045929331,-174022.70542569007,-75523.22999699936,True,True
lag_substitution,1.0,26,159,92,-205443.70246938855,-97824.09045929331,-172737.90767176382,-74457.93965950812,True,True
lag_substitution,1.0,27,159,92,-205443.70246938855,-97824.09045929331,-174571.8795232821,-75172.61852611658,True,True
lag_substitution,1.0,28,159,92,-205443.70246938855,-97824.09045929331,-174720.10604464306,-74984.29591066728,True,True
lag_substitution,1.0,29,159,92,-205443.70246938855,-97824.09045929331,-172149.54662302506,-73912.54018033277,True,True
lag_substitution,2.0,0,159,92,-141660.67043806205,-34041.05842796681,-115386.54013184524,-17801.133217359944,True,True
lag_substitution,2.0,1,159,92,-141660.67043806205,-34041.05842796681,-115464.99254212914,-16617.789714063754,True,True
lag_substitution,2.0,2,159,92,-141660.67043806205,-34041.05842796681,-115630.44770559379,-17860.651474239494,True,True
lag_substitution,2.0,3,159,92,-141660.67043806205,-34041.05842796681,-115795.644720688,-17334.88193900263,True,True
lag_substitution,2.0,4,159,92,-141660.67043806205,-34041.05842796681,-115386.34679159347,-17991.880973396528,True,True
lag_substitution,2.0,5,159,92,-141660.67043806205,-34041.05842796681,-116898.45958881549,-17440.059008137294,True,True
lag_substitution,2.0,6,159,92,-141660.67043806205,-34041.05842796681,-115265.24158624343,-17130.744025786546,True,True
lag_substitution,2.0,7,159,92,-141660.67043806205,-34041.05842796681,-115607.82824383168,-17133.61821482953,True,True
lag_substitution,2.0,8,159,92,-141660.67043806205,-34041.05842796681,-116342.227660078,-17575.363232912856,True,True
lag_substitution,2.0,9,159,92,-141660.67043806205,-34041.05842796681,-114711.53937304128,-16396.523565450523,True,True
lag_substitution,2.0,10,159,92,-141660.67043806205,-34041.05842796681,-115711.33095059961,-17655.627371689974,True,True
lag_substitution,2.0,11,159,92,-141660.67043806205,-34041.05842796681,-116959.95774710458,-18282.58281716134,True,True
lag_substitution,2.0,12,159,92,-141660.67043806205,-34041.05842796681,-113985.13509164001,-17667.532771155435,True,True
lag_substitution,2.0,13,159,92,-141660.67043806205,-34041.05842796681,-115647.19282962901,-17649.363825716646,True,True
lag_substitution,2.0,14,159,92,-141660.67043806205,-34041.05842796681,-116084.12600335083,-16577.34063658316,True,True
lag_substitution,2.0,15,159,92,-141660.67043806205,-34041.05842796681,-115968.23074623753,-16990.02211766599,True,True
lag_substitution,2.0,16,159,92,-141660.67043806205,-34041.05842796681,-115761.66594490444,-16924.989866908032,True,True
lag_substitution,2.0,17,159,92,-141660.67043806205,-34041.05842796681,-114570.57778261614,-17196.765304991648,True,True
lag_substitution,2.0,18,159,92,-141660.67043806205,-34041.05842796681,-115641.85004059316,-17550.817277605987,True,True
lag_substitution,2.0,19,159,92,-141660.67043806205,-34041.05842796681,-114657.77177999911,-16461.40270247027,True,True
lag_substitution,2.0,20,159,92,-141660.67043806205,-34041.05842796681,-115975.48046905898,-17341.115305998006,True,True
lag_substitution,2.0,21,159,92,-141660.67043806205,-34041.05842796681,-114274.764540495,-17543.066646105224,True,True
lag_substitution,2.0,22,159,92,-141660.67043806205,-34041.05842796681,-114406.07198580656,-17754.751830189696,True,True
lag_substitution,2.0,23,159,92,-141660.67043806205,-34041.05842796681,-114762.40852229523,-18109.213186647765,True,True
lag_substitution,2.0,24,159,92,-141660.67043806205,-34041.05842796681,-115486.69835516266,-16581.650645730457,True,True
lag_substitution,2.0,25,159,92,-141660.67043806205,-34041.05842796681,-115078.37350507423,-17707.08120633347,True,True
lag_substitution,2.0,26,159,92,-141660.67043806205,-34041.05842796681,-114872.69455594217,-16343.287836882373,True,True
lag_substitution,2.0,27,159,92,-141660.67043806205,-34041.05842796681,-114934.70634326311,-16631.26202091105,True,True
lag_substitution,2.0,28,159,92,-141660.67043806205,-34041.05842796681,-118084.03999244364,-16543.721624815942,True,True
lag_substitution,2.0,29,159,92,-141660.67043806205,-34041.05842796681,-114944.35573739852,-17450.182937419668,True,True
lag_substitution,7.0,0,159,92,-100053.98182966112,7565.63018043412,-78144.01944359056,12048.285706519016,True,False
lag_substitution,7.0,1,159,92,-100053.98182966112,7565.63018043412,-79071.66392565666,12173.976168427764,True,False
lag_substitution,7.0,2,159,92,-100053.98182966112,7565.63018043412,-76643.32751626038,12362.577200214148,True,False
lag_substitution,7.0,3,159,92,-100053.98182966112,7565.63018043412,-80005.68680950621,12539.267821415911,True,False
lag_substitution,7.0,4,159,92,-100053.98182966112,7565.63018043412,-77924.0906113091,12165.741020142243,True,False
lag_substitution,7.0,5,159,92,-100053.98182966112,7565.63018043412,-78141.08142493635,12253.902503842668,True,False
lag_substitution,7.0,6,159,92,-100053.98182966112,7565.63018043412,-78058.37785789788,12412.263822975274,True,False
lag_substitution,7.0,7,159,92,-100053.98182966112,7565.63018043412,-77603.78609597893,12118.78443645945,True,False
lag_substitution,7.0,8,159,92,-100053.98182966112,7565.63018043412,-79165.50534215129,12248.903365618813,True,False
lag_substitution,7.0,9,159,92,-100053.98182966112,7565.63018043412,-78129.19142852767,11946.798223124038,True,False
lag_substitution,7.0,10,159,92,-100053.98182966112,7565.63018043412,-77073.01321264125,12350.351459806003,True,False
lag_substitution,7.0,11,159,92,-100053.98182966112,7565.63018043412,-78654.91670778152,12073.59710639337,True,False
lag_substitution,7.0,12,159,92,-100053.98182966112,7565.63018043412,-76887.48807014474,11882.20719012559,True,False
lag_substitution,7.0,13,159,92,-100053.98182966112,7565.63018043412,-79235.47721923386,12153.53606322694,True,False
lag_substitution,7.0,14,159,92,-100053.98182966112,7565.63018043412,-77885.58120585459,12094.136946474404,True,False
lag_substitution,7.0,15,159,92,-100053.98182966112,7565.63018043412,-78022.31395234015,12375.666591804027,True,False
lag_substitution,7.0,16,159,92,-100053.98182966112,7565.63018043412,-78175.11881882083,12175.163586579263,True,False
lag_substitution,7.0,17,159,92,-100053.98182966112,7565.63018043412,-77702.44997491421,11968.072992062678,True,False
lag_substitution,7.0,18,159,92,-100053.98182966112,7565.63018043412,-77387.31637660284,12443.626520054258,True,False
lag_substitution,7.0,19,159,92,-100053.98182966112,7565.63018043412,-79142.68422560755,12208.227737143137,True,False
lag_substitution,7.0,20,159,92,-100053.98182966112,7565.63018043412,-77002.47800169064,12029.089611619147,True,False
lag_substitution,7.0,21,159,92,-100053.98182966112,7565.63018043412,-78201.31638106787,12095.316878753829,True,False
lag_substitution,7.0,22,159,92,-100053.98182966112,7565.63018043412,-78723.65701396034,11970.848470005125,True,False
lag_substitution,7.0,23,159,92,-100053.98182966112,7565.63018043412,-77524.37818109262,11936.078455628403,True,False
lag_substitution,7.0,24,159,92,-100053.98182966112,7565.63018043412,-78494.37202595331,12053.67975439032,True,False
lag_substitution,7.0,25,159,92,-100053.98182966112,7565.63018043412,-77702.21496353528,12228.131670647004,True,False
lag_substitution,7.0,26,159,92,-100053.98182966112,7565.63018043412,-77528.64146806626,12210.165105109914,True,False
lag_substitution,7.0,27,159,92,-100053.98182966112,7565.63018043412,-77071.93169693537,12112.245737760382,True,False
lag_substitution,7.0,28,159,92,-100053.98182966112,7565.63018043412,-79264.47346834301,12479.01425199342,True,False
lag_substitution,7.0,29,159,92,-100053.98182966112,7565.63018043412,-78208.72809739893,11956.16935621876,True,False
