arm_id,model_id,feature_family,outer_fold,rmse,mae,r2
C010,lightgbm,metadata_only,O3,0.4930094882033494,0.3853178823443533,-0.0536235041041917
C010,lightgbm,metadata_only,O4,0.4228595764107059,0.3435125242344218,-0.033369232634278045
C010,lightgbm,metadata_only,O5,0.6650414149862036,0.5240306752136015,-0.1894107234126312
C010,lightgbm,metadata_only,O6,0.49749150798031616,0.3689643460040058,-0.2800444382308269
C010,lightgbm,weather_only,O1,0.44155039848212596,0.3519425556083296,-0.0035210051013407906
C010,lightgbm,weather_only,O2,0.3751683480612427,0.30629361260127486,0.04246824470360577
C010,lightgbm,weather_only,O3,0.47833739530908664,0.35749875131076714,0.008155558491231174
C010,lightgbm,weather_only,O4,0.43214127751831344,0.3491449967413679,-0.07923168919922241
C010,lightgbm,weather_only,O5,0.6133857628082992,0.4733438019806833,-0.011816714720255472
C010,lightgbm,weather_only,O6,0.5072127787527406,0.380628479886941,-0.3305588149116654
C010,linear_shrinkage,full,O1,0.4562432374004342,0.36615396686238927,-0.07141762355967951
C010,linear_shrinkage,full,O2,0.435053473745715,0.3536589400818778,-0.2876151711833066
C010,linear_shrinkage,full,O3,0.484339979150701,0.3739568493971071,-0.016893643497298827
C010,linear_shrinkage,full,O4,0.4302686910901227,0.34795610939364324,-0.06989874164596066
C010,linear_shrinkage,full,O5,0.6551291089910238,0.5130650543155788,-0.15421910832927943
C010,linear_shrinkage,full,O6,0.5139093288157948,0.3966229631541527,-0.3659245347361768
C010,linear_shrinkage,metadata_only,O1,0.44260531965583005,0.3613225162697384,-0.008321816827520756
C010,linear_shrinkage,metadata_only,O2,0.38370870675796104,0.31175503697337964,-0.0016225916556840136
C010,linear_shrinkage,metadata_only,O3,0.4930094882905336,0.3853178826133918,-0.05362350447683917
C010,linear_shrinkage,metadata_only,O4,0.4228595769256197,0.3435125247662084,-0.033369235150934484
C010,linear_shrinkage,metadata_only,O5,0.6650414138863886,0.5240306746801426,-0.1894107194786454
C010,linear_shrinkage,metadata_only,O6,0.4974915086484272,0.368964346676641,-0.28004444166892295
C010,linear_shrinkage,weather_only,O1,0.4631974611896009,0.37555304658537747,-0.1043284123374193
