base_id,candidate_id,arm_id,model_id,signal_strength_mde,measurement_error_sd,spatial_mismatch_fraction,seed,n_test,rmse_model,rmse_metadata,rmse_zero,module_a_point_pass,module_b_point_pass,event_prevalence,event_n,event_spearman,event_topk_lift,module_e_point_pass,policy_permission,ground_truth_valid,correct_permission,correct_stop,ground_truth_used_as_model_input
33130e8317ffb4e2ef0c,kse_primary,KSE_PRIMARY,catboost,0.0,0.0,0.0,71006,66,0.4146633493392247,0.43670331100850707,0.41154056722601884,False,True,half,6,-0.6377481392176932,1.8333333333333333,False,False,False,False,True,False
33130e8317ffb4e2ef0c,kse_primary,KSE_PRIMARY,catboost,0.0,0.0,0.0,71006,66,0.4146633493392247,0.43670331100850707,0.41154056722601884,False,True,quarter,3,-1.0,0.0,False,False,False,False,True,False
27e4996b6212124fa352,winner,C310,catboost,0.0,0.0,0.0,71007,66,0.44759418096758685,0.42695298163731427,0.4502222488668328,True,False,base,11,-0.5818181818181819,1.6363636363636365,False,False,False,False,True,False
27e4996b6212124fa352,winner,C310,catboost,0.0,0.0,0.0,71007,66,0.44759418096758685,0.42695298163731427,0.4502222488668328,True,False,half,6,-0.08571428571428573,0.0,False,False,False,False,True,False
27e4996b6212124fa352,winner,C310,catboost,0.0,0.0,0.0,71007,66,0.44759418096758685,0.42695298163731427,0.4502222488668328,True,False,quarter,3,-0.5,0.0,False,False,False,False,True,False
4bac19db80ab25eb71cf,runner_up_1,C300,catboost,0.0,0.0,0.0,71007,66,0.46219535306252657,0.4301440711408548,0.4502222488668328,False,False,base,11,-0.46363636363636374,1.0909090909090908,False,False,False,False,True,False
4bac19db80ab25eb71cf,runner_up_1,C300,catboost,0.0,0.0,0.0,71007,66,0.46219535306252657,0.4301440711408548,0.4502222488668328,False,False,half,6,-0.48571428571428577,1.8333333333333333,False,False,False,False,True,False
4bac19db80ab25eb71cf,runner_up_1,C300,catboost,0.0,0.0,0.0,71007,66,0.46219535306252657,0.4301440711408548,0.4502222488668328,False,False,quarter,3,-0.5,0.0,False,False,False,False,True,False
9526bab91166205bae90,runner_up_2,C301,extra_trees,0.0,0.0,0.0,71007,66,0.47505311897333435,0.43789530836550034,0.4502222488668328,False,False,base,11,-0.44545454545454555,0.5454545454545454,False,False,False,False,True,False
9526bab91166205bae90,runner_up_2,C301,extra_trees,0.0,0.0,0.0,71007,66,0.47505311897333435,0.43789530836550034,0.4502222488668328,False,False,half,6,-0.5428571428571429,0.0,False,False,False,False,True,False
9526bab91166205bae90,runner_up_2,C301,extra_trees,0.0,0.0,0.0,71007,66,0.47505311897333435,0.43789530836550034,0.4502222488668328,False,False,quarter,3,-1.0,0.0,False,False,False,False,True,False
761c04217ccf7d02c800,kse_primary,KSE_PRIMARY,catboost,0.0,0.0,0.0,71007,66,0.4632344128902863,0.4304790131490353,0.4502222488668328,False,False,base,11,-0.63452467602295,1.6363636363636365,False,False,False,False,True,False
761c04217ccf7d02c800,kse_primary,KSE_PRIMARY,catboost,0.0,0.0,0.0,71007,66,0.4632344128902863,0.4304790131490353,0.4502222488668328,False,False,half,6,-0.2,0.0,False,False,False,False,True,False
761c04217ccf7d02c800,kse_primary,KSE_PRIMARY,catboost,0.0,0.0,0.0,71007,66,0.4632344128902863,0.4304790131490353,0.4502222488668328,False,False,quarter,3,-0.5,0.0,False,False,False,False,True,False
021158f4bbeea62401c8,winner,C310,catboost,0.0,0.0,0.0,71008,66,0.4887008715446185,0.4784430458890538,0.4692132319088927,False,False,base,11,0.5181818181818182,0.5454545454545454,False,False,False,False,True,False
021158f4bbeea62401c8,winner,C310,catboost,0.0,0.0,0.0,71008,66,0.4887008715446185,0.4784430458890538,0.4692132319088927,False,False,half,6,-0.3142857142857143,0.0,False,False,False,False,True,False
021158f4bbeea62401c8,winner,C310,catboost,0.0,0.0,0.0,71008,66,0.4887008715446185,0.4784430458890538,0.4692132319088927,False,False,quarter,3,-1.0,0.0,False,False,False,False,True,False
45047f1b668c0576921c,runner_up_1,C300,catboost,0.0,0.0,0.0,71008,66,0.44647331004060337,0.42943563173556104,0.4692132319088927,True,False,base,11,0.5818181818181819,1.6363636363636365,True,False,False,False,True,False
45047f1b668c0576921c,runner_up_1,C300,catboost,0.0,0.0,0.0,71008,66,0.44647331004060337,0.42943563173556104,0.4692132319088927,True,False,half,6,0.3714285714285715,1.8333333333333333,True,False,False,False,True,False
45047f1b668c0576921c,runner_up_1,C300,catboost,0.0,0.0,0.0,71008,66,0.44647331004060337,0.42943563173556104,0.4692132319088927,True,False,quarter,3,0.5,0.0,False,False,False,False,True,False
e04b2a2036ca10d686d6,runner_up_2,C301,extra_trees,0.0,0.0,0.0,71008,66,0.4424379015164134,0.43148844438162187,0.4692132319088927,True,False,base,11,-0.16363636363636366,1.0909090909090908,False,False,False,False,True,False
e04b2a2036ca10d686d6,runner_up_2,C301,extra_trees,0.0,0.0,0.0,71008,66,0.4424379015164134,0.43148844438162187,0.4692132319088927,True,False,half,6,0.3714285714285715,0.0,False,False,False,False,True,False
e04b2a2036ca10d686d6,runner_up_2,C301,extra_trees,0.0,0.0,0.0,71008,66,0.4424379015164134,0.43148844438162187,0.4692132319088927,True,False,quarter,3,0.5,0.0,False,False,False,False,True,False
52005bfbb5b0024b7ca4,kse_primary,KSE_PRIMARY,catboost,0.0,0.0,0.0,71008,66,0.45955078972312474,0.4292467668921943,0.4692132319088927,True,False,base,11,0.39180056091725646,1.0909090909090908,True,False,False,False,True,False
52005bfbb5b0024b7ca4,kse_primary,KSE_PRIMARY,catboost,0.0,0.0,0.0,71008,66,0.45955078972312474,0.4292467668921943,0.4692132319088927,True,False,half,6,-0.14285714285714288,1.8333333333333333,False,False,False,False,True,False
52005bfbb5b0024b7ca4,kse_primary,KSE_PRIMARY,catboost,0.0,0.0,0.0,71008,66,0.45955078972312474,0.4292467668921943,0.4692132319088927,True,False,quarter,3,0.5,0.0,False,False,False,False,True,False
fc0ae04af4a2b8a9999b,winner,C310,catboost,0.0,0.0,0.0,71009,66,0.4594592601985599,0.44685272669492154,0.43223430051841616,False,False,base,11,0.15454545454545454,2.727272727272727,True,False,False,False,True,False
fc0ae04af4a2b8a9999b,winner,C310,catboost,0.0,0.0,0.0,71009,66,0.4594592601985599,0.44685272669492154,0.43223430051841616,False,False,half,6,0.14285714285714288,3.6666666666666665,True,False,False,False,True,False
fc0ae04af4a2b8a9999b,winner,C310,catboost,0.0,0.0,0.0,71009,66,0.4594592601985599,0.44685272669492154,0.43223430051841616,False,False,quarter,3,0.5,7.333333333333333,True,False,False,False,True,False
c3151979abc26426ca8d,runner_up_1,C300,catboost,0.0,0.0,0.0,71009,66,0.443238288007475,0.4257409590763565,0.43223430051841616,False,False,base,11,-0.17272727272727276,2.1818181818181817,False,False,False,False,True,False
c3151979abc26426ca8d,runner_up_1,C300,catboost,0.0,0.0,0.0,71009,66,0.443238288007475,0.4257409590763565,0.43223430051841616,False,False,half,6,0.028571428571428574,1.8333333333333333,True,False,False,False,True,False
c3151979abc26426ca8d,runner_up_1,C300,catboost,0.0,0.0,0.0,71009,66,0.443238288007475,0.4257409590763565,0.43223430051841616,False,False,quarter,3,0.5,0.0,False,False,False,False,True,False
8f453c4ea7fb353536b4,runner_up_2,C301,extra_trees,0.0,0.0,0.0,71009,66,0.43555683227571634,0.4192062167448409,0.43223430051841616,False,False,base,11,0.15454545454545454,2.1818181818181817,True,False,False,False,True,False
8f453c4ea7fb353536b4,runner_up_2,C301,extra_trees,0.0,0.0,0.0,71009,66,0.43555683227571634,0.4192062167448409,0.43223430051841616,False,False,half,6,0.2571428571428572,3.6666666666666665,True,False,False,False,True,False
8f453c4ea7fb353536b4,runner_up_2,C301,extra_trees,0.0,0.0,0.0,71009,66,0.43555683227571634,0.4192062167448409,0.43223430051841616,False,False,quarter,3,0.5,7.333333333333333,True,False,False,False,True,False
b04161b0f6022aa49129,kse_primary,KSE_PRIMARY,catboost,0.0,0.0,0.0,71009,66,0.4202336564690473,0.4272771706775744,0.43223430051841616,True,True,base,11,0.29427231351788985,2.1818181818181817,True,True,False,False,False,False
b04161b0f6022aa49129,kse_primary,KSE_PRIMARY,catboost,0.0,0.0,0.0,71009,66,0.4202336564690473,0.4272771706775744,0.43223430051841616,True,True,half,6,0.028988551782622423,3.6666666666666665,True,True,False,False,False,False
b04161b0f6022aa49129,kse_primary,KSE_PRIMARY,catboost,0.0,0.0,0.0,71009,66,0.4202336564690473,0.4272771706775744,0.43223430051841616,True,True,quarter,3,0.5,7.333333333333333,True,True,False,False,False,False
